"67"	"45.98"	"180"	"0"	"11/16/2012 00:28:26"	"67"	"40.84667,-73.93188 40.847331,-73.933501 40.8487104,-73.936901 40.84935,-73.93988 40.84962,-73.94175 40.8501204,-73.94462 40.851271,-73.95037 40.85172,-73.95283 40.8521,-73.95515 40.85295,-73.95957 40.85329,-73.96061 40.85352,-73.96142 40.853621,-73.96192 40.85407,-73.96322"	"uzhxFfyfbMcCbIsGfT_CrQu@tJcB|PeF|b@yAjNkAnMiDrZcAnEm@`DSbByAbG"	"BBBBBBBBBBBBBB"	"PA-GWBridge"	"4620315"	"Bronx"	"CBE W L/LE V AMSTERDAM AVE - I 95 S LOC LNS"
"69"	"1.86"	"1462"	"0"	"9/25/2013 23:49:52"	"69"	"40.84671,-73.931941 40.8460306,-73.930181 40.84539,-73.92753 40.8456,-73.925891 40.8448604,-73.92471 40.84488,-73.92327 40.8451305,-73.91885 40.8452706,-73.913131 40.84516,-73.909371"	"}zhxFryfbMfC_J~BqOlAgIZkFC_Hq@sZ[wb@ToV"	"BBBBBBBBB"	"PA-GWBridge"	"4620332"	"Bronx"	"CBE W Morris Ave GWB W - Amsterdam Ave(L\LVL)"
"70"	"1.86"	"1592"	"0"	"9/25/2013 23:49:51"	"70"	"40.8465405,-73.932021 40.84611,-73.93075 40.8452706,-73.92726 40.84496,-73.925931 40.8448206,-73.924811 40.8448206,-73.923691 40.84501,-73.92041 40.84523,-73.91556 40.8452404,-73.91198 40.8452006,-73.91082 "	"{yhxFbzfbMtA}FfDyT|@iGZ_F?_Fe@oSk@i]AkUFgF"	"BBBBBBBBBB"	"PA-GWBridge"	"4620331"	"Bronx"	"CBE W Morris Ave GWB W - Amsterdam Ave(U\LVL)"
"73"	"39.77"	"217"	"0"	"3/6/2013 12:33:04"	"73"	"40.84512,-73.909371 40.84487,-73.90488 40.8435006,-73.89279 40.8432305,-73.89145 40.84282,-73.89027 40.84176,-73.888241 40.83764,-73.880801 40.83693,-73.878651 40.8365805,-73.876471 40.8363105,-73.871951 40.83597,-73.86955 40.83494,-73.865991"	"_qhxFplbbMp@a[pGqjAt@kGpAkFrEuKvXom@lCmLdAsLt@g[bA_NlEgU"	"BBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616268"	"Bronx"	"CBE W Taylor Ave - Morris Ave"
"74"	"0"	"0"	"-101"	"8/16/2008 05:28:24"	"74"	"40.84653,-73.932031 40.8471706,-73.933591 40.84859,-73.93696 40.849211,-73.939901 40.84955,-73.941791 40.85004,-73.944611 40.85116,-73.95037 40.85161,-73.952851 40.8520306,-73.955211 40.85291,-73.959611 40.853241,-73.96066 40.8534605,-73.961481 40.8535705,-73.962061 40.853801,-73.963271"	"yyhxFdzfbM_CvH{G`T{BjQcAxJaBrP_F~b@yAnNsAvMoDnZaApEk@bDUrBm@pF"	"BBBBBBBBBBBBBB"	"PA-GWBridge"	"4620310"	"Bronx"	"CBE W U/LE V AMSTERDAM AVE - I 95 S LOC LNS"
"79"	"62.76"	"256"	"0"	"9/25/2013 23:48:54"	"79"	"40.78819,-73.79052 40.7887906,-73.78895 40.7891204,-73.78771 40.7894104,-73.78573 40.7894805,-73.78448 40.7894104,-73.78255 40.789241,-73.78116 40.78896,-73.77992 40.7885405,-73.77866 40.7880904,-73.777661 40.78754,-73.77664 40.7870405,-73.77592 40.7864406,-73.77521 40.78542,-73.77427 40.78417,-73.77319 40.78275,-73.77194 40.7804406,-73.76957 40.7793604,-73.76877 40.77758,-73.76791 40.7755606,-73.766871 40.77385,-73.76567 40.7725,-73.76438 40.77031,-73.76178 40.76957,-73.76093 40.76861,-73.760381 40.76702,-73.75958 40.76541,-73.75909 40.76404,-73.75855 40.76274,-73.75761 40.761841,-73.75659 40.76122,-73.75569 40.76073,-73.754601 40.7602905,-73.753261 40.759581,-73.75113 40.759111,-73.750031 40.75838,-73.74885 40.75735,-73.74776 40.7561,-73.74655 40.7552105,-73.74575 40.7533,-73.744261 40.75227,-73.74338 40.75119,-73.74239 40.75034,-73.74137 40.74971,-73.740501 40.748791,-73.73895 40.7479805,-73.737761 40.74719,-73.73684 40.74611,-73.73568 40.74533,-73.7346 40.7448905,-73.73317 40.74517,-73.73156 40.7459604,-73.730551 40.7469705,-73.72963 40.74759,-73.7291 40.74954,-73.72842 40.75043,-73.72797 40.75135,-73.727201 40.7520106,-73.72642 40.75276,-73.7252 40.75356,-73.7239 40.75435,-73.72301"	"em}wFvekaMwByHaAwFy@kKMyFLaK`@uGv@wFrA{FxAiElBiEbBoCvBmCjE{DxFwEzGyFlM{MvE}CbJkDrKqEtIoFlG_GtLiOrCgD~DoB|H}C`IaBpGmBbG{DrDiEzBsD`B{EvAkGlCgL|A}EpCiFlE{ExFoFpD_D|JkHlEoDvEeEhDiE|BoDvDsH`DoF|CwDvEeFzCwEvA_Hw@aI}CiEiEwD{BgBeKiCqDwAwD{CcCyCuCsF_DeG}CoD"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC-DOT-Region 10"	"4362247"	"Queens"	"CIP NB GCP - TNB"
"80"	"62.14"	"189"	"0"	"9/25/2013 23:48:54"	"80"	"40.7889706,-73.790541 40.7889404,-73.789571 40.78923,-73.78775 40.78958,-73.78552 40.7896406,-73.78466 40.78952,-73.7821 40.7893705,-73.78109 40.78911,-73.77983 40.7886504,-73.778501 40.78822,-73.77755 40.78766,-73.776491 40.7871504,-73.77579 40.78654,-73.77508 40.7855205,-73.774121 40.78425,-73.773041 40.7828304,-73.77176 40.78054,-73.76939 40.77944,-73.7686 40.7776405,-73.76773 40.77564,-73.7667 40.77393,-73.76551 40.77259,-73.76425 40.7704305,-73.76165 40.769721,-73.760921 40.76881,-73.76023 40.76713,-73.759431 40.7641205,-73.75834 40.76333,-73.75785 40.7619705,-73.756471 40.7614,-73.75564 40.7609206,-73.754691 40.7597105,-73.75091 40.7590605,-73.749591 40.75842,-73.74862 40.75719,-73.747251 40.75674,-73.74674 40.75612,-73.74557 40.75569,-73.744311 40.75542,-73.74279 40.7555204,-73.742151 40.75596,-73.74128 40.756491,-73.740371 40.7566604,-73.73997 
40.7593704,-73.735521 40.7597105,-73.73471 40.7601105,-73.733601 40.76066,-73.732041 40.7611906,-73.730961 40.76267,-73.72866 40.7631606,-73.727781 40.7635805,-73.726751 40.7640704,-73.72526 40.76429,-73.724161"	"ar}wFzekaMDaEy@kJeA}LKkDV_O\iEr@{FzAiGtA}DnBsEdBkCxBmCjE_E|FwEzG_GhMyMzE}CfJmDnKmEtImFjG{FnLgOlCqCtDiCnI_DxQyE|CaBnGsGpBeD~A}DpFsV`CgG~BaEtFqGxAeBzBiFtA{Ft@oHS_CwAmDiBuDa@oA}OyZcAaDoA}EmBwHiBwEgHkMaBoDsAmEaBiHk@{E"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC-DOT-Region 10"	"4362252"	"Queens"	"CIP NB LIE - TNB"
"81"	"60.27"	"274"	"0"	"9/25/2013 23:48:54"	"81"	"40.78795,-73.790191 40.78647,-73.78812 40.7862104,-73.787781 40.78587,-73.787381 40.7854106,-73.786931 40.7846506,-73.786261 40.7843806,-73.786071 40.78327,-73.78547 40.78266,-73.785271 40.7795604,-73.78463 40.77606,-73.78439 40.77373,-73.78426 40.77273,-73.784051 40.77203,-73.783831 40.76592,-73.78064 40.76286,-73.77901 40.76068,-73.777921 40.75448,-73.77606 40.75211,-73.775191 40.74761,-73.77306 40.746821,-73.77262 40.7456106,-73.771921 40.7452506,-73.77149 40.7451606,-73.770681 40.74566,-73.768701 40.74584,-73.76779 "	"uk}wFtckaMfH}Kr@cAbAoAzAyAvCeCt@e@|EwBxBg@jR_CzTo@pMYfEi@jCk@de@}RbReIrLyEve@sJxMmDb[iL|CwApFkCfAuAPaDcBkKc@uD"	"BBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC-DOT-Region 10"	"4362250"	"Queens"	"CVE NB / GCP - Willets Pt Blvd"
"82"	"50.95"	"214"	"0"	"9/25/2013 23:48:54"	"82"	"40.78802,-73.79003 40.7868604,-73.78838 40.7863506,-73.787771 40.7854504,-73.786831 40.78502,-73.786481 40.7848004,-73.78632 40.7844005,-73.78601 40.7837704,-73.785671 40.7831705,-73.78538 40.78264,-73.7852 40.7817,-73.78497 40.78116,-73.78489 40.78058,-73.78476 40.7797906,-73.784601 40.7795906,-73.78457 40.77806,-73.78435 40.77631,-73.78409 40.77631,-73.78409 40.77631,-73.78409 40.774691,-73.784011 40.77331,-73.783841 40.77174,-73.783341 40.7705006,-73.78273 40.76879,-73.781861 40.7672106,-73.781021 40.76662,-73.78068 40.765871,-73.78028 40.76514,-73.77992 40.7641604,-73.77951 40.7611205,-73.777961 40.7597105,-73.777071 40.75905,-73.77696 40.7583906,-73.77706 40.75737,-73.776721 40.75632,-73.77643 40.75498,-73.776081 40.7539105,-73.775871 40.7534006,-73.77567 40.7531306,-73.77557 40.7500605,-73.774161 40.74848,-73.773401 40.746731,-73.77258 40.74479,-73.77167 40.74268,-73.770681 40.74036,-73.76957 40.73767,-73.76833 40.73449,-73.76679 40.73377,-73.76639 40.73239,-73.7654 40.72972,-73.76251 40.72838,-73.76018 40.7277205,-73.75834 40.7274106,-73.756921 40.7273804,-73.75521 40.72757,-73.75511 40.72753,-73.75511 "	"cl}wFtbkaMfFiIdByBrD{DtAeAj@_@nA}@|BcAvBy@hBc@zDm@jBOrBY|C_@f@EpHk@|Is@????bIOrGa@xHcBvFyBtImDzHgDtBcAtCoApCgAbEqA~QuHxGqDbCUbCRjEcApEy@jGeAtEi@dBg@t@SdRyGzHwC|IcDbKuDdLeEnM}ExOwFzRsHnCoArGeEtOaQjGqMbCoJ|@{GDuIe@Sf"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC-DOT-Region 10"	"4362244"	"Queens"	"CVE NB LIE - Willets Pt Blvd"
"83"	"3.11"	"800"	"0"	"9/25/2013 23:49:18"	"83"	"40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311"	"cuexFp~vaMcFbWcDtOsC|Nm@pBa@dCk@nDqAfGiAxFgBxI"	"BBBBBBBBBB"	"NYC_DOT_LIC"	"4616267"	"Bronx"	"CBE W Castle Hill Av - Taylor Av"
"85"	"49.09"	"160"	"0"	"3/7/2013 14:28:52"	"85"	"40.7941605,-73.93128 40.7947205,-73.930361 40.79504,-73.930051 40.79545,-73.92973 40.7959704,-73.92946 40.79697,-73.929201 40.7990206,-73.929071 40.80133,-73.92994 40.80266,-73.93021 40.80387,-73.93085 40.80559,-73.93227 40.8071906,-73.93374 40.8091805,-73.93477 40.81056,-73.93487 40.81288,-73.93445 40.8151104,-73.934221 40.8163205,-73.93407 40.81729,-73.93397 40.8182004,-73.93407 40.8193005,-73.93429 40.8208906,-73.93437 40.822081,-73.934311 40.8233106,-73.934361 40.82403,-73.93441 40.82515,-73.93441 40.82571,-73.93443 40.82609,-73.934481 40.82658,-73.93452 40.82865,-73.934761 40.8300906,-73.93491 40.831661,-73.93514 40.83305,-73.935241 40.8342,-73.93522 40.8348805,-73.93517 40.8353306,-73.93505 40.835781,-73.934891 40.83628,-73.934661 40.8368505,-73.93432 40.8376304,-73.93388 40.8383705,-73.93347 40.8388906,-73.93317 40.8391806,-73.93309 40.8394905,-73.932921 40.83991,-73.93268 40.84035,-73.93245 40.84085,-73.93214 40.8413705,-73.93182 40.8419106,-73.931571 40.84244,-73.93143 40.84302,-73.931481 40.84337,-73.931531 40.84362,-73.931531 40.84389,-73.93146 40.8442406,-73.931311 40.84452,-73.93112 40.84479,-73.93089 40.84512,-73.930641 40.84543,-73.930541 40.8457406,-73.930681 40.8460505,-73.93101 40.84629,-73.93152"	"or~wFnufbMoBwD_A}@qA_AgBu@gEs@yKYmMlDiGt@qF~BwIzG_IdHmKlEsGRoMsA}Lm@qF]aESuDR{Ej@}HNmFKuFHoCH_F?oBBkAHaBF}Kn@_H\yHl@uGReFCgCIyAWyA_@cBm@qBcA{CwAsCqAgB{@y@O}@a@sAo@wAm@cB}@gB_AkBq@iB[sBHeAHq@?u@MeA]w@e@u@m@aAq@}@S}@Z}@`Ao@dB"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"PA-GWBridge"	"4616306"	"Manhattan"	"FDR N 116th Street - MDE N 138th Street"
"87"	"41.01"	"58"	"0"	"9/25/2013 23:49:28"	"87"	"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972,-73.92955 40.79948,-73.929421 40.7991106,-73.92936 40.79777,-73.92923 40.7975206,-73.929161 40.7967104,-73.92927 40.79596,-73.929471 40.79565,-73.92962 40.79504,-73.93004 40.7947205,-73.93034 40.794211,-73.931221
"	"i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@|@\xBrA~@z@dBnD"	"BBBBBBBBBBBBBBBBBBBBBBB"	"MTA Bridges & Tunnels"	"4456450"	"Manhattan"	"FDR N TBB E 116 ST - Manhattan Truss"
"88"	"44.74"	"173"	"0"	"9/18/2012 13:47:58"	"88"	"40.7351106,-73.92022 40.73536,-73.91838 40.735471,-73.91668 40.73575,-73.914651 40.7364,-73.912681 40.736591,-73.908301 40.7368106,-73.90728 40.73713,-73.90634 40.73794,-73.904591 40.73854,-73.903011 40.73919,-73.9013 40.7397405,-73.90035 40.74056,-73.89932 40.7413,-73.898411 40.7421,-73.897411 40.7434606,-73.895711 40.7438,-73.895351 40.7441106,-73.895091 40.7445,-73.89488 40.74474,-73.89479 40.74519,-73.89471 40.74555,-73.89472 40.7458305,-73.894771 40.7462,-73.89492 40.7464606,-73.89506 40.7469904,-73.89533 40.74848,-73.896171 40.7500804,-73.89713 40.75085,-73.897411 40.7518305,-73.897551 40.7524105,-73.897691 40.7528805,-73.8979 40.75417,-73.89873 40.7553205,-73.899471 40.75701,-73.900591 40.7587204,-73.901311 40.7600905,-73.90164 40.76156,-73.901991 40.7626906,-73.902351 40.7636904,-73.90277 40.7661,-73.90374 40.7669206,-73.904091 40.76742,-73.90433 40.7678,-73.9047 40.76827,-73.905921 40.7685505,-73.90697 40.7687305,-73.90814 40.76897,-73.9106 40.7692005,-73.91164 40.76939,-73.912771"	"maswFjpdbMq@oJUsIw@uKq@iKuBkZk@kE_A{DaD}IwB{HaCuImB}DcDmEsCuD_DgEoGsIcAgA}@s@mAi@o@QyAOgA@w@HiA\s@ZiBt@iHfD_I~DyCv@cEZsBZ}Ah@aGdDeFrCqI~EuInCqG`AeHdAaFfAgErAaN`EcDdAcBn@kAhA}ArFw@pEc@hFo@jNm@nEe@`F"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616322"	"Brooklyn"	"GCP E / BQE S 37th Street- 46th street"
"90"	"59.03"	"150"	"0"	"9/18/2012 13:47:59"	"90"	"40.72735,-73.755321 40.72769,-73.75351 40.7279905,-73.7527 40.72838,-73.7519 40.72973,-73.74994 40.7306504,-73.748911 40.73156,-73.74787 40.7324205,-73.74688 40.7333,-73.74581 40.7348605,-73.743771 40.7366504,-73.74185 40.73837,-73.740361 40.7392904,-73.739601 40.74002,-73.73881 40.74062,-73.737861 40.741381,-73.736431 40.74266,-73.73403 40.74371,-73.732521 40.74486,-73.731231 40.74669,-73.729671 40.74795,-73.72893 40.74918,-73.728551 40.75038,-73.728011 40.75142,-73.72712 40.7522304,-73.726081 40.75282,-73.725051 40.75359,-73.72386 40.7543605,-73.722991"	"}pqwFvidaMcAiJ{@aDmA_DmGgKwDmEuDoEkDeEoDuEwHwKeJ_KwIiHwDwCqC}CwB}DwC}G_G_NqEmHeFaGmJwH{FsCuFkAoFkBoEqDaDoEuBmEyCmFyCmD"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC-DOT-Region 10"	"4362246"	"Queens"	"GCP WB LITTLE NECK PKWY - CVE"
"91"	"42.87"	"27"	"0"	"9/18/2012 13:48:10"	"91"	"40.7695104,-73.91265 40.76993,-73.915551 40.7701604,-73.916581 40.7706,-73.91744 40.77232,-73.91983"	"mxywF`acbMsAbQm@lEwAjDwI|M"	"BBBBB"	"MTA Bridges & Tunnels"	"4456448"	"Queens"	"GCP W - TBB N 37th st - Queens Anchorage"
"92"	"47.85"	"240"	"0"	"9/25/2013 23:49:18"	"92"	"40.6333906,-74.01586 40.634,-74.015921 40.63445,-74.01605 40.6349304,-74.0163 40.6354904,-74.016831 40.6363404,-74.0181 40.6376906,-74.020311 40.63817,-74.02093 40.6386004,-74.02127 40.6391604,-74.02155 40.63971,-74.02163 40.6402406,-74.021561 40.6409304,-74.02123 40.64168,-74.02057 40.6425906,-74.01961 40.6449,-74.017321 40.6487204,-74.01334 40.658891,-74.00278 40.66456,-73.996901 40.6651305,-73.99642 40.66599,-73.996001 40.6666106,-73.995911 40.66747,-73.99599 40.668741,-73.99657 40.6728305,-73.99912 40.67405,-73.99988 40.67517,-74.6 40.6756,-74.841"	"ue_wFbfwbMyBJyAX_Bp@oBhBiD|FmGxL_BzBuAbAoBv@mBNiBMiCaAuCcCuD_EmMiM{V{Wq~@_aAmb@wc@qB_BkDsA{BQkDN}FrBqX|NsFvC_FnCuAn@"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616318"	"Brooklyn"	"GOW N 7th Avenue - 9th Street "
"93"	"50.95"	"84"	"0"	"9/25/2013 23:49:18"	"93"	"40.6162405,-74.02612 40.61923,-74.02361 40.62362,-74.019831 40.6248406,-74.019061 40.62579,-74.01859 40.6279004,-74.017721 40.63049,-74.01676 40.63239,-74.016061 40.63336,-74.01586"	"oz{vFffybMuQuNmZsVsFyC}D}AeLmDeO_E{JkCaEg@"	"BBBBBBBBB"	"NYC_DOT_LIC"	"4616220"	"Brooklyn"	"GOW N 92nd Street - 7th Avenue"
"94"	"62.76"	"80"	"0"	"9/25/2013 23:49:18"	"94"	"40.6756,-74.841 40.67643,-74.001241 40.6772405,-74.001741 40.6783605,-74.002531 40.67925,-74.00331 40.6795705,-74.00341 40.68001,-74.00332 40.6805806,-74.003031 40.6814704,-74.0026 40.68522,-74.76 40.6872004,-73.999811 40.6892206,-73.99885 40.68972,-73.99867 40.69033,-73.99866 40.6909206,-73.99884 40.69153,-73.99911"	"omgwFfhtbMeDnAaDbB_F|CqDzC_ARwAQqBy@qDuAmVoJkK}DsK_EcBc@yBAuBb@yBt@"	"BBBBBBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616223"	"Brooklyn"	"GOW N 9th Street - Atlantic Avenue"
"95"	"54.06"	"79"	"0"	"9/25/2013 23:49:18"	"95"	"40.61632,-74.0263 40.61928,-74.02375 40.6237206,-74.019951 40.6248,-74.01925 40.62583,-74.018741 40.6279506,-74.017891 40.63065,-74.01698 40.63237,-74.016321 40.6332305,-74.016151"	"_{{vFjgybMoQ}NwZwVwEkCmEeBgLiD{OuDwIcCkDa@"	"BBBBBBBBB"	"NYC_DOT_LIC"	"4616226"	"Brooklyn"	"GOW S 7th Avenue - 92nd Street"
"96"	"49.71"	"229"	"0"	"9/25/2013 23:49:18"	"96"	"40.6332305,-74.016151 40.63391,-74.01613 40.6343505,-74.016241 40.63485,-74.016501 40.63533,-74.01694 40.63622,-74.01827 40.6375704,-74.02046 40.63803,-74.021071 40.6385,-74.02146 40.63908,-74.02173 40.63967,-74.02185 40.64036,-74.02172 40.64103,-74.021431 40.6416306,-74.021021 40.64233,-74.020351 40.6449206,-74.01761 40.64876,-74.01357 40.6589106,-74.003 40.66458,-73.99711 40.66508,-73.996681 40.66584,-73.996271 40.66655,-73.99616 40.66743,-73.99625 40.66866,-73.996761 40.6727604,-73.99933 40.674001,-74.041 40.67513,-74.82 40.67575,-74.00126"	"ud_wF|gwbMgCCwATcBr@_BvAqDhGmGtL{AxB}AlAsBt@uBViCYeCy@wBqAkCeCeOcP_WgXm~@aaAmb@yc@cBuAwCqAmCUoDPuFdBsX`OwFlCaFzC{BvA"	"BBBBBBBBBBBBBBBBBBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616319"	"Brooklyn"	"GOW S 9th Street - 7th Avenue"
"97"	"21.13"	"101"	"0"	"9/25/2013 23:49:29"	"97"	"40.60846,-74.03933 40.6107805,-74.03207 40.6111,-74.03154 40.6115804,-74.031051 40.6127904,-74.030031 40.6137105,-74.02903 40.614411,-74.028201 40.6163504,-74.02639"	"{izvFxx{bMoMkl@_AiB_BaBqFkEwDgEkCeDcKiJ"	"BBBBBBBB"	"Verrazano-Narrows-Bridge"	"4763657"	"Brooklyn"	"GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL"
"98"	"55.3"	"39"	"0"	"9/25/2013 23:49:29"	"98"	"40.6083804,-74.039301 40.6107105,-74.03202 40.6110506,-74.03144 40.611501,-74.03094 40.61272,-74.02992 40.6134404,-74.02892 40.6142306,-74.02803 40.6163106,-74.02624"	"kizvFrx{bMqMol@cAsByAcBsFkEoCgE}CqD_LeJ"	"BBBBBBBB"	"Verrazano-Narrows-Bridge"	"4763655"	"Brooklyn"	"GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL"
"99"	"54.06"	"120"	"0"	"9/25/2013 23:49:51"	"99"	"40.8462505,-73.932161 40.846951,-73.933641 40.8484204,-73.937041 40.8490306,-73.93994 40.8493804,-73.94181 40.8499005,-73.944651 40.8509,-73.950381 40.85139,-73.95283 40.85186,-73.95525 40.852771,-73.95957 40.85302,-73.96052 40.8531905,-73.96133 40.8532805,-73.962061 40.8534104,-73.96333"	"axhxF~zfbMkCfHeHfTyBbQeAtJgBvPgExb@aBhN}AbNuD~Yq@|Da@`DQpCY|F"	"BBBBBBBBBBBBBB"	"PA-GWBridge"	"4620298"	"Manhattan"	"GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVENUE"
"102"	"44.74"	"136"	"0"	"9/25/2013 22:41:52"	"102"	"40.84646,-73.932111 40.84709,-73.933641 40.8485304,-73.937041 40.84915,-73.93993 40.8494704,-73.94181 40.8499706,-73.94463 40.85101,-73.950391 40.8514905,-73.95283 40.85195,-73.955211 40.85287,-73.959611 40.85314,-73.96062 40.853331,-73.96147 40.85345,-73.962071 40.85369,-73.96334 "	"kyhxFtzfbM}BpH_HfT{B`Q_AvJcBrPoE~b@_BfN{AzMwDnZu@hEe@hDWvBo@|F"	"BBBBBBBBBBBBBB"	"PA-GWBridge"	"4620286"	"Manhattan"	"GWB E UPPER LEVEL PLAZA - CBE E UPPER LEVEL AMSTERDAM AVENUE"
"107"	"0"	"0"	"-101"	"8/16/2008 16:13:21"	"107"	"40.72191,-74.0066 40.72249,-74.006611 40.72359,-74.00797 40.72601,-74.01148 40.72912,-74.03198"	"}npwFflubMsB@{EnGcN|TmRb_C"	"BBBBB"	"PA - Holland Tunnel"	"4751362"	"Manhattan"	"HBE E Kennedy Blvd - Holland Tunnel NY"
"129"	"0"	"0"	"-101"	"2/3/2012 12:45:22"	"129"	"40.8406,-73.83829 40.8425606,-73.83771 40.8459804,-73.836621 40.847801,-73.83634 40.851271,-73.83605 40.8525604,-73.835641 40.85399,-73.83486 40.85513,-73.83377 40.856801,-73.83167 40.858031,-73.830581 40.8644,-73.825611 40.8684,-73.82142"	"wtgxFhptaMgKsBkTyEkJw@uTy@aGqA}G{CcFyEmIcLuFyEid@a^oZeY"	"BBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616251"	"Bronx"	"HRP N E Treamont Ave - Bartow Ave"
"131"	"70.21"	"64"	"0"	"9/25/2013 23:49:18"	"131"	"40.84064,-73.83831 40.83881,-73.83853 40.8346304,-73.83839 40.83261,-73.83804 40.83066,-73.837521 40.8280704,-73.83668 40.82495,-73.836211"	"_ugxFlptaMlJj@bY[rKeAdKgBdOgDnR}A"	"BBBBBBB"	"NYC_DOT_LIC"	"4616250"	"Bronx"	"HRP N Lafayette Ave - E Treamont Av"
"134"	"0"	"0"	"-101"	"8/16/2008 17:54:21"	"134"	"40.8407005,-73.838541 40.842631,-73.837961 40.8464,-73.83683 40.847801,-73.83651 40.85128,-73.836221 40.8526106,-73.83584 40.85419,-73.834921 40.85535,-73.833851 40.85698,-73.83181 40.8588504,-73.83016 40.86413,-73.825741 40.86853,-73.8216"	"kugxFzqtaMaKsBaTaFgJ_AwTy@iGkA{HwDgFuEeIwKuJiI_`@sZoZ{X"	"BBBBBBBBBBBB"	"NYC_DOT_LIC"	"4616265"	"Bronx"	"HRP S Bartow Ave - East Treamont Av"
"135"	"52.2"	"86"	"0"	"9/25/2013 23:49:18"	"135"	"40.84067,-73.83853 40.83883,-73.83878 40.83722,-73.83878 40.8336506,-73.838461 40.8320104,-73.83813 40.82822,-73.836981 40.8266405,-73.8366 40.8249405,-73.83634"	"eugxFxqtaMnJp@`I?hU_AfIaAtVeFzHkArIs@"	"BBBBBBBB"	"NYC_DOT_LIC"	"4616264"	"Bronx"	"HRP S East Treamont Av - Lafayette Av"
"138"	"0"	"0"	"-101"	"9/23/2009 11:43:54"	"138"	"40.8249405,-73.83634 40.8231705,-73.83625 40.8209105,-73.83619 40.81898,-73.83638 40.8149304,-73.83669 40.8132504,-73.83656 40.81206,-73.836211 40.8111,-73.835671 40.80246,-73.830091 40.7971,-73.826671"	"{rdxFbdtaM`JQbMK`Kd@hX|@nIYlFeA~DkB~t@{a@n`@kT"	"BBBBBBBBBB"	"MTA Bridges & Tunnels"	"4456470"	"Bronx"	"HRP S / BWB S Lafayette Ave - Queens Anchorage"
